date,D,H,X,Y,Z
1959-02-13,-3.8533333333333335,22376.0,22325.415594282917,-1503.726884294194,NA
1959-02-14,-3.86,22360.0,22309.276772279212,-1505.2474540231744,NA
1959-02-15,-3.8716666666666666,22365.0,22313.95839763035,-1510.1276862642862,NA
1959-02-16,-3.8533333333333335,22366.0,22315.438200828197,-1503.0548576208412,NA
1959-02-17,-3.8216666666666668,22352.0,22302.29664359349,-1489.7880457160763,NA
1959-02-18,-3.8583333333333334,22378.0,22327.27975130256,-1505.8097180834607,NA
1959-02-19,-3.868333333333333,22381.0,22330.00976301808,-1509.9089321933611,NA
1959-02-20,-3.87,22397.0,22345.929348177,-1511.6383715299855,NA
1959-02-21,-3.86,22398.0,22347.190570013856,-1507.8055668699044,NA
1959-02-22,-3.8766666666666665,22409.0,22357.725852539068,-1515.0497360503255,NA
1959-02-23,-3.8583333333333334,22386.0,22335.261619119632,-1506.348035973561,NA
1959-02-24,-3.865,22392.0,22341.072550218934,-1509.3512864320082,NA
1959-02-25,-3.875,22351.0,22299.902510144722,-1510.4797377128252,NA
1959-02-26,-3.8216666666666668,22331.0,22281.34334055504,-1488.3883701183654,NA
1959-02-27,-3.8533333333333335,22363.0,22312.444982791778,-1502.8532496188354,NA
1959-02-28,-3.8383333333333334,22347.0,22296.873553734207,-1495.94075042703,NA
1959-03-01,-3.83,22357.0,22307.068559967967,-1493.365749201647,NA
1959-03-02,-3.84,22367.0,22316.78512829288,-1497.9287491753048,NA
1959-03-03,-3.8516666666666666,22377.0,22326.457067779345,-1503.1446372873413,NA
1959-03-04,-3.8383333333333334,22368.0,22317.826448737043,-1497.3465210342242,NA
1959-03-05,-3.845,22375.0,22324.636317247063,-1500.412710774444,NA
1959-03-06,-3.8516666666666666,22388.0,22337.432222078205,-1503.8835473740448,NA
1959-03-07,-3.868333333333333,22386.0,22334.998371606394,-1510.2462515562568,NA
1959-03-08,-3.845,22386.0,22335.61155744772,-1501.1503438389586,NA
1959-03-09,-3.8566666666666665,22390.0,22339.296369294574,-1505.9673717654755,NA
1959-03-10,-3.8733333333333335,22405.0,22353.823093417246,-1513.4788099626269,NA
1959-03-11,-3.8766666666666665,22418.0,22366.705259593058,-1515.6582169117853,NA
1959-03-12,-3.8716666666666666,22395.0,22343.88993136292,-1512.153343791133,NA
1959-03-13,-3.8633333333333333,22396.0,22345.10735642086,-1508.9709175548526,NA
1959-03-14,-3.8716666666666666,22406.0,22354.864827064863,-1512.89608488431,NA
1959-03-15,-3.875,22410.0,22358.767627951467,-1514.4669554894374,NA
1959-03-16,-3.868333333333333,22419.0,22367.923188289275,-1512.4725593513676,NA
1959-03-17,-3.868333333333333,22408.0,22356.94824939498,-1511.7304567529973,NA
1959-03-18,-3.86,22408.0,22357.167885207182,-1508.4787544611493,NA
1959-03-19,-3.87,22411.0,22359.89742474415,-1512.58327206137,NA
1959-03-20,-3.87,22408.0,22356.904265479763,-1512.3807933760734,NA
1959-03-21,-3.861666666666667,22408.0,22357.123995880054,-1509.1290974745475,NA
1959-03-22,-3.86,22411.0,22360.16107976518,-1508.6807107385225,NA
1959-03-23,-3.855,22412.0,22361.29038924285,-1506.7966445261459,NA
1959-03-24,-3.8583333333333334,22406.0,22355.216288662312,-1507.6938306988122,NA
1959-03-25,-3.8533333333333335,22398.0,22347.365859883303,-1505.2053429755701,NA
1959-03-26,-3.8666666666666667,22357.0,22306.1083067287,-1507.6409415006412,NA
1959-03-27,-3.775,22259.0,22210.70444184271,-1465.4996407739013,NA
1959-03-28,-3.805,22294.0,22244.856912300063,-1479.4515711222466,NA
1959-03-29,-3.7683333333333335,22316.0,22267.751572963505,-1466.6614758632538,NA
1959-03-30,-3.83,22350.0,22300.08419355388,-1492.8981748292174,NA
1959-03-31,-3.835,22355.0,22304.9426326874,-1495.1786356566017,NA
1959-04-01,-3.8233333333333333,22349.0,22299.259974792447,-1490.2367518685217,NA
1959-04-02,-3.8333333333333335,22366.0,22315.961506405387,-1495.2652087950976,NA
1959-04-03,-3.8333333333333335,22374.0,22323.943608348123,-1495.8000438872177,NA
1959-04-04,-3.835,22384.0,22333.877695820836,-1497.1182545532263,NA
1959-04-05,-3.845,22402.0,22351.575543194132,-1502.2232646600712,NA
1959-04-06,-3.848333333333333,22404.0,22353.48359997371,-1503.6578552670123,NA
1959-04-07,-3.8433333333333333,22399.0,22348.625978463013,-1501.3719974637024,NA
1959-04-08,-3.828333333333333,22379.0,22329.06289938921,-1494.1857431793073,NA
1959-04-09,-3.8183333333333334,22366.0,22316.352201161233,-1489.422852559378,NA
1959-04-10,-3.8333333333333335,22346.0,22296.006251548544,-1493.9281210647969,NA
1959-04-11,-3.8566666666666665,22365.0,22314.352983442303,-1504.2858539318831,NA
1959-04-12,-3.83,22379.0,22329.01942584082,-1494.8352686578548,NA
1959-04-13,-3.8516666666666666,22396.0,22345.414152477377,-1504.4209365280108,NA
1959-04-14,-3.861666666666667,22409.0,22358.121725440742,-1509.1964452564769,NA
1959-04-15,-3.835,22401.0,22350.83962938182,-1498.2552725271096,NA
1959-04-16,-3.8533333333333335,22413.0,22362.33195006538,-1506.2133829855993,NA
1959-04-17,-3.845,22402.0,22351.575543194132,-1502.2232646600712,NA
1959-04-18,-3.85,22402.0,22351.444364375464,-1504.1738018687377,NA
1959-04-19,-3.841666666666667,22409.0,22358.647172235967,-1501.3918966960512,NA
1959-04-20,-3.845,22415.0,22364.54628161309,-1503.095012827225,NA
1959-04-21,-3.8433333333333333,22401.0,22350.621480581718,-1501.5060545195945,NA
1959-04-22,-3.848333333333333,22407.0,22356.476835592348,-1503.8592020607011,NA
1959-04-23,-3.86,22405.0,22354.174690649183,-1508.2767981837758,NA
1959-04-24,-3.82,22354.0,22304.33552688252,-1489.2725419634364,NA
1959-04-25,-3.835,22384.0,22333.877695820836,-1497.1182545532263,NA
1959-04-26,-3.825,22392.0,22342.12083173036,-1493.7539089021034,NA
1959-04-27,-3.8316666666666666,22395.0,22344.940168392677,-1496.553998675454,NA
1959-04-28,-3.81,22396.0,22346.502289476826,-1488.170496417293,NA
1959-04-29,-3.8233333333333333,22383.0,22333.184304254297,-1492.5038801321366,NA
1959-04-30,NA,NA,NA,NA,NA
1959-05-01,-3.828333333333333,22388.0,22338.04281654791,-1494.7866490146266,NA
1959-05-02,-3.8216666666666668,22398.0,22348.19435501105,-1492.854001787253,NA
1959-05-03,-3.8466666666666667,22422.0,22371.486778996263,-1504.215176494206,NA
1959-05-04,-3.86,22426.0,22375.12705255517,-1509.6904921253897,NA
1959-05-05,-3.815,22392.0,22342.381200678323,-1489.854450466806,NA
1959-05-06,-3.84,22412.0,22361.684101368086,-1500.9424208216092,NA
1959-05-07,-3.8533333333333335,22426.0,22375.30256155652,-1507.087017660958,NA
1959-05-08,-3.861666666666667,22407.0,22356.126266319367,-1509.061749692618,NA
1959-05-09,-3.8433333333333333,22408.0,22357.605737997194,-1501.975254215217,NA
1959-05-10,-3.848333333333333,22408.0,22357.47458079856,-1503.9263176585973,NA
1959-05-11,-3.83,22404.0,22353.96359160542,-1496.5051771308183,NA
1959-05-12,NA,NA,NA,NA,NA
1959-05-13,-3.828333333333333,22373.0,22323.07628795008,-1493.7851392890943,NA
1959-05-14,-3.82,NA,NA,NA,NA
1959-05-15,-3.81,22390.0,22340.515550160126,-1487.7718081257005,NA
1959-05-16,-3.8316666666666666,22368.0,22318.000521840026,-1494.7497138813376,NA
1959-05-17,-3.8166666666666664,22378.0,22328.368903047558,-1489.5724653130346,NA
1959-05-18,-3.825,22387.0,22337.131969451035,-1493.4203625666034,NA
1959-05-19,-3.8133333333333335,22378.0,22328.455525074012,-1488.2734509464087,NA
1959-05-20,-3.8316666666666666,22399.0,22348.931227141216,-1496.8213001264342,NA
1959-05-21,-3.8383333333333334,22400.0,22349.75466969375,-1499.4886476737581,NA
1959-05-22,-3.84,22399.0,22348.713286924136,-1500.0718045682324,NA
1959-05-23,-3.83,22394.0,22343.985925299578,-1495.837213741633,NA
1959-05-24,-3.828333333333333,22382.0,22332.056205108776,-1494.3860451244138,NA
1959-05-25,-3.815,22363.0,22313.44546225301,-1487.9249319305636,NA
1959-05-26,-3.8183333333333334,22386.0,22336.307805382963,-1490.754715970412,NA
1959-05-27,-3.845,22404.0,22353.571041412433,-1502.3573797627103,NA
1959-05-28,-3.835,22417.0,22366.803802145092,-1499.3254070907644,NA
1959-05-29,-3.8333333333333335,22417.0,22366.84740629033,-1498.674782507364,NA
1959-05-30,-3.8466666666666667,22426.0,22375.477767628676,-1504.4835227927508,NA
1959-05-31,-3.845,22414.0,22363.54853250394,-1503.0279552759055,NA
1959-06-01,-3.8316666666666666,22407.0,22356.9133446383,-1497.3559030283946,NA
1959-06-02,-3.8383333333333334,22413.0,22362.72550945741,-1500.358886621069,NA
1959-06-03,-3.828333333333333,22402.0,22352.01157657255,-1495.7213914251236,NA
1959-06-04,-3.836666666666667,22410.0,22359.775867111905,-1499.5076433683005,NA
1959-06-05,-3.8383333333333334,22409.0,22358.734481837822,-1500.091120791127,NA
1959-06-06,-3.841666666666667,22418.0,22367.62694931438,-1501.994892236694,NA
1959-06-07,-3.841666666666667,22420.0,22369.622455331806,-1502.1288912457258,NA
1959-06-08,-3.84,22427.0,22376.65042572649,-1501.946978037044,NA
1959-06-09,-3.85,22416.0,22365.412769924133,-1505.1138265641293,NA
1959-06-10,-3.8433333333333333,22408.0,22357.605737997194,-1501.975254215217,NA
1959-06-11,-3.845,22411.0,22360.555285176488,-1502.826782621947,NA
1959-06-12,-3.8316666666666666,22401.0,22350.926756515488,-1496.9549508519242,NA
1959-06-13,-3.836666666666667,22407.0,22356.782590556737,-1499.3069060666448,NA
1959-06-14,-3.828333333333333,22414.0,22363.984799450813,-1496.5225992055496,NA
1959-06-15,-3.835,22411.0,22360.817237358864,-1498.924106629394,NA
1959-06-16,-3.828333333333333,22409.0,22358.99595658487,-1496.1887626303721,NA
1959-06-17,-3.835,22415.0,22364.80828054968,-1499.1916402703077,NA
1959-06-18,-3.8316666666666666,22419.0,22368.88652088392,-1498.1578073813353,NA
1959-06-19,-3.848333333333333,22421.0,22370.445268479318,-1504.7988204312483,NA
1959-06-20,-3.8383333333333334,22428.0,22377.69186303087,-1501.3630084833503,NA
1959-06-21,-3.825,22423.0,22373.051777862176,-1495.8218961822017,NA
1959-06-22,-3.85,22427.0,22376.387945712373,-1505.8524173962228,NA
1959-06-23,-3.8316666666666666,22427.0,22376.868638381,-1498.6924102832957,NA
1959-06-24,-3.8166666666666664,22400.0,22350.320110298744,-1491.0368765310561,NA
1959-06-25,-3.8383333333333334,22409.0,22358.734481837822,-1500.091120791127,NA
1959-06-26,-3.8316666666666666,22407.0,22356.9133446383,-1497.3559030283946,NA
1959-06-27,-3.841666666666667,22410.0,22359.64492524468,-1501.458896200567,NA
1959-06-28,-3.796666666666667,22373.0,22323.89847498301,-1481.4472243894527,NA
1959-06-29,-3.8116666666666665,22374.0,22324.507655935904,-1487.3580335814381,NA
1959-06-30,-3.805,22357.0,22307.71804020331,-1483.6323125316258,NA
1959-07-01,-3.81,NA,NA,NA,NA
1959-07-02,-3.82,22381.0,22331.275540268307,-1491.071341222317,NA
1959-07-03,-3.835,22408.0,22357.82395496575,-1498.7234563987085,NA
1959-07-04,-3.841666666666667,22419.0,22368.624702323094,-1502.0618917412098,NA
1959-07-05,-3.8216666666666668,22407.0,22357.17434202753,-1493.4538627577006,NA
1959-07-06,-3.8316666666666666,22412.0,22361.902168073975,-1497.6900298421199,NA
1959-07-07,-3.8333333333333335,22409.0,22358.865304347593,-1498.1399474152436,NA
1959-07-08,-3.8266666666666667,22411.0,22361.035010522024,-1495.6718417515112,NA
1959-07-09,-3.8333333333333335,22411.0,22360.860829833277,-1498.2736561882737,NA
1959-07-10,-3.82,22412.0,22362.20666674828,-1493.1366292602906,NA
1959-07-11,-3.848333333333333,22431.0,22380.42272054144,-1505.4699764102104,NA
1959-07-12,-3.805,22396.0,22346.63207176246,-1486.2203905469557,NA
1959-07-13,-3.8183333333333334,22399.0,22349.27894812709,-1491.6204271875843,NA
1959-07-14,-3.8333333333333335,22398.0,22347.889914176332,-1497.4045491635784,NA
1959-07-15,-3.7866666666666666,22312.0,22263.289867588297,-1473.522402863413,NA
1959-07-16,-3.763333333333333,22286.0,22237.94416824625,-1462.7491821780795,NA
1959-07-17,-3.8116666666666665,22369.0,22319.518716171904,-1487.0256482159286,NA
1959-07-18,-3.796666666666667,22324.0,22275.00601419214,-1478.2026477124275,NA
1959-07-19,-3.7783333333333333,22348.0,22299.425699769356,-1472.656599640927,NA
1959-07-20,-3.8116666666666665,22370.0,22320.516504124706,-1487.0921252890305,NA
1959-07-21,-3.8116666666666665,22382.0,22332.489959558297,-1487.8898501662532,NA
1959-07-22,-3.825,22389.0,22339.127514362764,-1493.5537811008035,NA
1959-07-23,-3.815,22384.0,22334.398928009272,-1489.3221694912909,NA
1959-07-24,-3.8016666666666667,22399.0,22349.71189736232,-1485.1192224536373,NA
1959-07-25,-3.8033333333333332,22373.0,22323.725949655036,-1484.0447178903955,NA
1959-07-26,-3.8033333333333332,22377.0,22327.71714009881,-1484.3100456904922,NA
1959-07-27,-3.808333333333333,22374.0,22324.594149138473,-1486.0592438568108,NA
1959-07-28,-3.8033333333333332,22378.0,22328.714937709756,-1484.3763776405162,NA
1959-07-29,-3.8166666666666664,22385.0,22335.35337808203,-1490.0384143369506,NA
1959-07-30,-3.808333333333333,22386.0,22336.567650961555,-1486.8562721452831,NA
1959-07-31,-3.8333333333333335,22389.0,22338.91004949075,-1496.802859684943,NA
1959-08-01,-3.8183333333333334,22384.0,22334.31224496079,-1490.6215296293087,NA
1959-08-02,-3.8016666666666667,22374.0,22324.76690886131,-1483.461649322634,NA
1959-08-03,-3.796666666666667,22378.0,22328.887501594323,-1481.7783036422102,NA
1959-08-04,-3.8066666666666666,22379.0,22329.626336155623,-1485.7417971051764,NA
1959-08-05,-3.8016666666666667,22386.0,22336.740503341793,-1484.2572844255155,NA
1959-08-06,-3.8116666666666665,22391.0,22341.470051133492,-1488.48814382417,NA
1959-08-07,-3.8183333333333334,22390.0,22340.29892622731,-1491.0210886526188,NA
1959-08-08,-3.8133333333333335,22395.0,22345.417887390853,-1489.4040546047377,NA
1959-08-09,-3.805,22377.0,22327.673953823385,-1484.959532026667,NA
1959-08-10,-3.808333333333333,22383.0,22333.574275505784,-1486.657015073165,NA
1959-08-11,-3.8066666666666666,22400.0,22350.580004910225,-1487.1359870930762,NA
1959-08-12,-3.805,22407.0,22357.6078242535,-1486.9503612692283,NA
1959-08-13,-3.8133333333333335,22409.0,22359.38689165178,-1490.3351399704206,NA
1959-08-14,-3.8066666666666666,22411.0,22361.555736162638,-1487.866277086738,NA
1959-08-15,-3.836666666666667,22418.0,22367.75793792569,-1500.0429428393825,NA
1959-08-16,-3.7866666666666666,22352.0,22303.202542144747,-1476.1640708499017,NA
1959-08-17,-3.76,22310.0,22261.977569743354,-1463.029283453947,NA
1959-08-18,-3.7983333333333333,22352.0,22302.901500675605,-1480.7054572607933,NA
1959-08-19,-3.796666666666667,22366.0,22316.91383772717,-1480.9837134355919,NA
1959-08-20,-3.805,22396.0,22346.63207176246,-1486.2203905469557,NA
1959-08-21,-3.7816666666666667,22370.0,22321.292084057033,-1475.4049268633885,NA
1959-08-22,-3.796666666666667,22368.0,22318.909448371698,-1481.116145136695,NA
1959-08-23,-3.79,22365.0,22316.08819391715,-1478.3209128303995,NA
1959-08-24,-3.785,22365.0,22316.217116780266,-1476.3734611280959,NA
1959-08-25,-3.8,22373.0,22323.812250098035,-1482.745973649203,NA
1959-08-26,-3.7983333333333333,22385.0,22335.829012733688,-1482.8915381524184,NA
1959-08-27,-3.8,22394.0,22344.766080932168,-1484.137725557603,NA
1959-08-28,-3.8,22403.0,22353.746294146797,-1484.7341906612032,NA
1959-08-29,-3.795,22401.0,22351.88016203463,-1482.6510789942022,NA
1959-08-30,-3.8,22383.0,22333.790264780953,-1483.408712653203,NA
1959-08-31,-3.79,22381.0,22332.053202238305,-1479.3785088333186,NA
1959-09-01,-3.79,22360.0,22311.099128816786,-1477.9904140794872,NA
1959-09-02,-3.788333333333333,22352.0,22303.15959283649,-1476.812844088774,NA
1959-09-03,-3.79,22363.0,22314.092567877004,-1478.1887133300347,NA
1959-09-04,-3.7616666666666667,22306.0,22257.94362018781,-1463.4144322579432,NA
1959-09-05,-3.7733333333333334,22343.0,22294.564967363876,-1470.381554560372,NA
1959-09-06,-3.788333333333333,22347.0,22298.17051812442,-1476.4824904640227,NA
1959-09-07,-3.7933333333333334,22365.0,22316.002150926823,-1479.6192077117075,NA
1959-09-08,-3.8116666666666665,22375.0,22325.505443888702,-1487.42451065454,NA
1959-09-09,-3.81,22380.0,22330.537651298957,-1487.1073276397133,NA
1959-09-10,-3.8116666666666665,22397.0,22347.45677885029,-1488.8870062627811,NA
1959-09-11,-3.8183333333333334,22395.0,22345.287827282744,-1491.3540545053775,NA
1959-09-12,-3.796666666666667,22391.0,22341.85897078374,-1482.6391096993802,NA
1959-09-13,-3.81,22403.0,22353.48681867965,-1488.6356327574842,NA
1959-09-14,-3.8,22389.0,22339.777073590707,-1483.8063560556031,NA
1959-09-15,-3.8,22395.0,22345.76388240046,-1484.2039994580032,NA
1959-09-16,-3.8016666666666667,22388.0,22338.736102421874,-1484.3898902759959,NA
1959-09-17,-3.805,22401.0,22351.621050167476,-1486.552195420716,NA
1959-09-18,-3.8016666666666667,22397.0,22347.716298282237,-1484.986616603157,NA
1959-09-19,-3.788333333333333,22391.0,22342.074375590633,-1479.3896023618352,NA
1959-09-20,-3.8133333333333335,22371.0,22321.471022943548,-1487.8079082635672,NA
1959-09-21,-3.7783333333333333,22348.0,22299.425699769356,-1472.656599640927,NA
1959-09-22,-3.7866666666666666,22348.0,22299.211274689103,-1475.8999040512529,NA
1959-09-23,-3.785,22366.0,22317.214935564833,-1476.439473802414,NA
1959-09-24,-3.776666666666667,22363.0,22314.43595380641,-1472.9959482197767,NA
1959-09-25,-3.7816666666666667,22361.0,22312.311680446997,-1474.811335252223,NA
1959-09-26,-3.7816666666666667,22370.0,22321.292084057033,-1475.4049268633885,NA
1959-09-27,-3.7866666666666666,22368.0,22319.16761196733,-1477.2207380444972,NA
1959-09-28,-3.785,22377.0,22328.19094219504,-1477.165613219915,NA
1959-09-29,-3.81,22386.0,22336.524390615657,-1487.5060159313057,NA
1959-09-30,-3.8,22373.0,22323.812250098035,-1482.745973649203,NA
1959-10-01,-3.785,22351.0,22302.247653796367,-1475.44928368764,NA
1959-10-02,-3.808333333333333,22372.0,22322.598565501292,-1485.926405808732,NA
1959-10-03,-3.775,22351.0,22302.50482859187,-1471.556784713485,NA
1959-10-04,-3.748333333333333,22334.0,22286.223672615128,-1460.0652088756256,NA
1959-10-05,-3.7933333333333334,22354.0,22305.026250025403,-1478.8914719064392,NA
1959-10-06,-3.7583333333333333,22337.0,22288.962051926494,-1464.151511210749,NA
1959-10-07,-3.805,22365.0,22315.70040565134,-1484.1632003296422,NA
1959-10-08,-3.7933333333333334,22369.0,22319.993387618248,-1479.8838389136233,NA
1959-10-09,-3.795,22379.0,22329.928402579037,-1481.1949688322509,NA
1959-10-10,-3.8033333333333332,22385.0,22335.699520986367,-1484.8407012906855,NA
1959-10-11,-3.8033333333333332,22388.0,22338.6929138192,-1485.0396971407579,NA
1959-10-12,-3.81,22393.0,22343.508919818476,-1487.9711522714967,NA
1959-10-13,-3.8133333333333335,22404.0,22354.397961558592,-1490.0026094826767,NA
1959-10-14,-3.8033333333333332,22398.0,22348.67088992864,-1485.7030166409993,NA
1959-10-15,-3.7983333333333333,22395.0,22345.807046690683,-1483.5539869074564,NA
1959-10-16,-3.81,22399.0,22349.49565913518,-1488.3698405630892,NA
1959-10-17,-3.815,22406.0,22356.350177849166,-1490.7859421739574,NA
1959-10-18,-3.79,22370.0,22321.07725901751,-1478.6514115813118,NA
1959-10-19,-3.8,22372.0,22322.814448629742,-1482.6796997488032,NA
1959-10-20,-3.8,22383.0,22333.790264780953,-1483.408712653203,NA
1959-10-21,-3.8033333333333332,22391.0,22341.68630665203,-1485.2386929908303,NA
1959-10-22,-3.783333333333333,22372.0,22323.244798232477,-1476.1861936038638,NA
1959-10-23,-3.785,22377.0,22328.19094219504,-1477.165613219915,NA
1959-10-24,-3.8033333333333332,22395.0,22345.677497095807,-1485.504020790927,NA
1959-10-25,-3.7983333333333333,22387.0,22337.824619525087,-1483.024027903426,NA
1959-10-26,-3.7983333333333333,22379.0,22329.84219235949,-1482.4940688993956,NA
1959-10-27,-3.8,22390.0,22340.774875059,-1483.8726299560033,NA
1959-10-28,-3.8033333333333332,22413.0,22363.637854092805,-1486.6979958913616,NA
1959-10-29,-3.81,22411.0,22361.46913776858,-1489.167217146274,NA
1959-10-30,-3.79,22400.0,22351.01164961968,-1480.6344040867853,NA
1959-10-31,-3.776666666666667,22357.0,22308.44898355542,-1472.6007429392096,NA
1959-11-01,-3.7783333333333333,22341.0,22292.440914558225,-1472.1953236342379,NA
1959-11-02,-3.7866666666666666,22345.0,22296.217824097366,-1475.701778952266,NA
1959-11-03,-3.7733333333333334,22349.0,22300.551960596844,-1470.77641153246,NA
1959-11-04,-3.78,22349.0,22300.38067703236,-1473.3711886153437,NA
1959-11-05,-3.79,22365.0,22316.08819391715,-1478.3209128303995,NA
1959-11-06,-3.785,22375.0,22326.19530462591,-1477.0335878712785,NA
1959-11-07,-3.79,22378.0,22329.059763178087,-1479.1802095827713,NA
1959-11-08,-3.7983333333333333,22380.0,22330.839995755192,-1482.5603137748994,NA
1959-11-09,-3.8066666666666666,22396.0,22346.58882990935,-1486.870427095381,NA
1959-11-10,NA,NA,NA,NA,NA
1959-11-11,-3.8033333333333332,22391.0,22341.68630665203,-1485.2386929908303,NA
1959-11-12,-3.8,22390.0,22340.774875059,-1483.8726299560033,NA
1959-11-13,-3.81,22393.0,22343.508919818476,-1487.9711522714967,NA
1959-11-14,-3.79,22375.0,22326.06632411787,-1478.981910332224,NA
1959-11-15,-3.8066666666666666,22384.0,22334.615304906718,-1486.0737471022953,NA
1959-11-16,-3.795,22381.0,22331.924017075,-1481.3273424833374,NA
1959-11-17,-3.8066666666666666,22385.0,22335.613098656937,-1486.1401371017191,NA
1959-11-18,-3.7916666666666665,22382.0,22333.00797051052,-1480.0942500778733,NA
1959-11-19,-3.796666666666667,22380.0,22330.883112238847,-1481.9107353433133,NA
1959-11-20,-3.796666666666667,22391.0,22341.85897078374,-1482.6391096993802,NA
1959-11-21,-3.8,22372.0,22322.814448629742,-1482.6796997488032,NA
1959-11-22,-3.8066666666666666,22383.0,22333.6175111565,-1486.0073571028715,NA
1959-11-23,-3.7683333333333335,22345.0,22296.688873358555,-1468.5674259797636,NA
1959-11-24,-3.7983333333333333,22376.0,22326.848782172394,-1482.2953342728842,NA
1959-11-25,-3.8066666666666666,22379.0,22329.626336155623,-1485.7417971051764,NA
1959-11-26,-3.8033333333333332,22392.0,22342.684104262975,-1485.3050249408545,NA
1959-11-27,-3.795,22382.0,22332.92182432298,-1481.3935293088805,NA
1959-11-28,-3.7616666666666667,22350.0,22301.84882593013,-1466.3011100585059,NA
1959-11-29,-3.7716666666666665,22346.0,22297.601231955316,-1469.9303727404147,NA
1959-11-30,-3.7916666666666665,22351.0,22302.075826507044,-1478.0442580417543,NA
1959-12-01,-3.79,22357.0,22308.10568975657,-1477.79211482894,NA
1959-12-02,-3.776666666666667,22357.0,22308.44898355542,-1472.6007429392096,NA
1959-12-03,-3.776666666666667,22360.0,22311.442468680914,-1472.7983455794931,NA
1959-12-04,-3.7916666666666665,22379.0,22330.01453721986,-1479.8958637517974,NA
1959-12-05,-3.7616666666666667,22330.0,22281.891914229076,-1464.9889837855228,NA
1959-12-06,-3.7783333333333333,22345.0,22296.43222039316,-1472.4589099237744,NA
1959-12-07,-3.7733333333333334,22364.0,22315.519443679263,-1471.7635539626801,NA
1959-12-08,-3.7783333333333333,22370.0,22321.37788186149,-1474.1063242333782,NA
1959-12-09,-3.796666666666667,22391.0,22341.85897078374,-1482.6391096993802,NA
1959-12-10,-3.7916666666666665,22392.0,22342.986081479383,-1480.75553783146,NA
1959-12-11,-3.7983333333333333,22396.0,22346.804850086384,-1483.6202317829602,NA
1959-12-12,-3.78,22389.0,22340.293658690658,-1476.0082125333988,NA
1959-12-13,-3.7783333333333333,22376.0,22327.364840613885,-1474.501703667683,NA
1959-12-14,-3.7683333333333335,22354.0,22305.669414860466,-1469.1589277400599,NA
1959-12-15,-3.783333333333333,22370.0,22321.24915682373,-1476.0542263060267,NA
1959-12-16,-3.785,22372.0,22323.20184827222,-1476.8355498483238,NA
1959-12-17,-3.79,22380.0,22331.055389218232,-1479.3124090831363,NA
1959-12-18,-3.7983333333333333,22393.0,22343.811439899284,-1483.4214971564488,NA
1959-12-19,-3.8,22380.0,22330.79686037608,-1483.2098909520032,NA
1959-12-20,-3.783333333333333,22391.0,22342.203391615563,-1477.4398829333145,NA
1959-12-21,-3.7983333333333333,22404.0,22354.78727725198,-1484.1501907869906,NA
1959-12-22,-3.8,22404.0,22354.744095615086,-1484.8004645616031,NA
1959-12-23,-3.7933333333333334,22384.0,22334.96052521109,-1480.8762059208077,NA
1959-12-24,-3.775,22371.0,22322.461434406905,-1472.8735551351338,NA
1959-12-25,-3.785,22385.0,22336.173492471553,-1477.6937146144612,NA
1959-12-26,-3.776666666666667,22382.0,22333.394692934537,-1474.2474316082387,NA
1959-12-27,-3.783333333333333,22373.0,22324.24261893685,-1476.252177252782,NA
1959-12-28,-3.7733333333333334,22368.0,22319.51077250124,-1472.026791944072,NA
1959-12-29,-3.7866666666666666,22379.0,22330.143597470353,-1477.9471967407815,NA
1959-12-30,-3.79,22385.0,22336.044454318595,-1479.6429078340484,NA
1959-12-31,-3.7816666666666667,22400.0,22351.226762757156,-1477.3835655672733,NA
