D,F,X,Y,Z,date
NA,NA,23122.0,5155.0,-53506.0,1996-06-25
NA,NA,23123.0,5156.0,-53504.0,1996-06-26
NA,NA,23123.0,5155.0,-53505.0,1996-06-27
NA,NA,23119.0,5156.0,-53506.0,1996-06-28
NA,NA,23117.0,5157.0,-53506.0,1996-06-29
NA,NA,23110.0,5155.0,-53509.0,1996-06-30
NA,NA,23117.0,5156.0,-53506.0,1996-07-01
NA,NA,23120.0,5157.0,-53506.0,1996-07-02
NA,NA,23110.0,5155.0,-53507.0,1996-07-03
NA,NA,23106.0,5155.0,-53508.0,1996-07-04
NA,NA,23108.0,5154.0,-53507.0,1996-07-05
NA,NA,23114.0,5153.0,-53506.0,1996-07-06
NA,NA,23115.0,5154.0,-53507.0,1996-07-07
NA,NA,23113.0,5154.0,-53506.0,1996-07-08
NA,NA,23115.0,5155.0,-53506.0,1996-07-09
NA,NA,23119.0,5156.0,-53506.0,1996-07-10
NA,NA,23124.0,5157.0,-53505.0,1996-07-11
NA,NA,23109.0,5157.0,-53507.0,1996-07-12
NA,NA,23120.0,5155.0,-53503.0,1996-07-13
NA,NA,23124.0,5157.0,-53505.0,1996-07-14
NA,NA,23120.0,5157.0,-53504.0,1996-07-15
NA,NA,23121.0,5158.0,-53504.0,1996-07-16
NA,NA,23114.0,5156.0,-53506.0,1996-07-17
NA,NA,23120.0,5156.0,-53503.0,1996-07-18
NA,NA,23123.0,5157.0,-53502.0,1996-07-19
NA,NA,23116.0,5155.0,-53504.0,1996-07-20
NA,NA,23121.0,5155.0,-53503.0,1996-07-21
NA,NA,23121.0,5156.0,-53502.0,1996-07-22
NA,NA,23117.0,5155.0,-53504.0,1996-07-23
NA,NA,23123.0,5156.0,-53502.0,1996-07-24
NA,NA,23126.0,5158.0,-53502.0,1996-07-25
NA,NA,23121.0,5157.0,-53502.0,1996-07-26
NA,NA,23122.0,5156.0,-53501.0,1996-07-27
NA,NA,23124.0,5154.0,-53500.0,1996-07-28
NA,NA,23112.0,5155.0,-53504.0,1996-07-29
NA,NA,23118.0,5155.0,-53504.0,1996-07-30
NA,NA,23109.0,5152.0,-53505.0,1996-07-31
NA,NA,23111.0,5154.0,-53504.0,1996-08-01
NA,NA,23111.0,5152.0,-53504.0,1996-08-02
NA,NA,23115.0,5153.0,-53502.0,1996-08-03
NA,NA,23116.0,5156.0,-53505.0,1996-08-04
NA,NA,23113.0,5153.0,-53505.0,1996-08-05
NA,NA,23118.0,5153.0,-53505.0,1996-08-06
NA,NA,23119.0,5155.0,-53503.0,1996-08-07
NA,NA,23120.0,5156.0,-53503.0,1996-08-08
NA,NA,23125.0,5156.0,-53502.0,1996-08-09
NA,NA,23120.0,5157.0,-53503.0,1996-08-10
NA,NA,23129.0,5157.0,-53500.0,1996-08-11
NA,NA,23128.0,5159.0,-53501.0,1996-08-12
NA,NA,23128.0,5156.0,-53500.0,1996-08-13
NA,NA,23120.0,5154.0,-53500.0,1996-08-14
NA,NA,23117.0,5155.0,-53502.0,1996-08-15
NA,NA,23120.0,5155.0,-53501.0,1996-08-16
NA,NA,23116.0,5154.0,-53503.0,1996-08-17
NA,NA,23120.0,5158.0,-53502.0,1996-08-18
NA,NA,23120.0,5157.0,-53502.0,1996-08-19
NA,NA,23123.0,5157.0,-53501.0,1996-08-20
NA,NA,23123.0,5158.0,-53502.0,1996-08-21
NA,NA,23120.0,5155.0,-53502.0,1996-08-22
NA,NA,23116.0,5155.0,-53502.0,1996-08-23
NA,NA,23117.0,5157.0,-53501.0,1996-08-24
NA,NA,23107.0,5153.0,-53505.0,1996-08-25
NA,NA,23109.0,5153.0,-53504.0,1996-08-26
NA,NA,23116.0,5154.0,-53502.0,1996-08-27
NA,NA,23114.0,5149.0,-53503.0,1996-08-28
NA,NA,23091.0,5152.0,-53506.0,1996-08-29
NA,NA,23107.0,5153.0,-53505.0,1996-08-30
NA,NA,23106.0,5153.0,-53506.0,1996-08-31
NA,NA,23116.0,5154.0,-53503.0,1996-09-01
NA,NA,23118.0,5154.0,-53502.0,1996-09-02
NA,NA,23120.0,5155.0,-53502.0,1996-09-03
NA,NA,23122.0,5158.0,-53501.0,1996-09-04
NA,NA,23118.0,5154.0,-53501.0,1996-09-05
NA,NA,23121.0,5155.0,-53501.0,1996-09-06
NA,NA,23118.0,5154.0,-53503.0,1996-09-07
NA,NA,23120.0,5153.0,-53502.0,1996-09-08
NA,NA,23122.0,5156.0,-53500.0,1996-09-09
NA,NA,23107.0,5152.0,-53504.0,1996-09-10
NA,NA,23102.0,5149.0,-53505.0,1996-09-11
NA,NA,23098.0,5150.0,-53506.0,1996-09-12
NA,NA,23107.0,5152.0,-53502.0,1996-09-13
NA,NA,23110.0,5151.0,-53503.0,1996-09-14
NA,NA,23113.0,5156.0,-53503.0,1996-09-15
NA,NA,23107.0,5147.0,-53504.0,1996-09-16
NA,NA,23115.0,5154.0,-53502.0,1996-09-17
NA,NA,23107.0,5147.0,-53507.0,1996-09-18
NA,NA,23117.0,5150.0,-53501.0,1996-09-19
NA,NA,23101.0,5149.0,-53505.0,1996-09-20
NA,NA,23103.0,5154.0,-53504.0,1996-09-21
NA,NA,23102.0,5151.0,-53503.0,1996-09-22
NA,NA,23100.0,5149.0,-53504.0,1996-09-23
NA,NA,23111.0,5155.0,-53504.0,1996-09-24
NA,NA,23112.0,5155.0,-53506.0,1996-09-25
NA,NA,23109.0,5152.0,-53503.0,1996-09-26
NA,NA,23102.0,5152.0,-53505.0,1996-09-27
NA,NA,23108.0,5152.0,-53505.0,1996-09-28
NA,NA,23119.0,5159.0,-53502.0,1996-09-29
NA,NA,23120.0,5157.0,-53501.0,1996-09-30
NA,NA,23125.0,5156.0,-53500.0,1996-10-01
NA,NA,23125.0,5160.0,-53498.0,1996-10-02
NA,NA,23117.0,5159.0,-53501.0,1996-10-03
NA,NA,23122.0,5161.0,-53498.0,1996-10-04
NA,NA,23122.0,5159.0,-53498.0,1996-10-05
NA,NA,23127.0,5156.0,-53498.0,1996-10-06
NA,NA,23129.0,5158.0,-53496.0,1996-10-07
NA,NA,23128.0,5158.0,-53495.0,1996-10-08
NA,NA,23112.0,5157.0,-53501.0,1996-10-09
NA,NA,23114.0,5156.0,-53501.0,1996-10-10
NA,NA,23123.0,5153.0,-53498.0,1996-10-11
NA,NA,23117.0,5157.0,-53498.0,1996-10-12
NA,NA,23110.0,5157.0,-53503.0,1996-10-13
NA,NA,23114.0,5157.0,-53499.0,1996-10-14
NA,NA,23118.0,5156.0,-53499.0,1996-10-15
NA,NA,23121.0,5156.0,-53499.0,1996-10-16
NA,NA,23129.0,5159.0,-53495.0,1996-10-17
NA,NA,23107.0,5155.0,-53503.0,1996-10-18
NA,NA,23101.0,5152.0,-53502.0,1996-10-19
NA,NA,23102.0,5154.0,-53502.0,1996-10-20
NA,NA,23114.0,5154.0,-53503.0,1996-10-21
NA,NA,23107.0,5154.0,-53502.0,1996-10-22
NA,NA,23089.0,5154.0,-53509.0,1996-10-23
NA,NA,23107.0,5153.0,-53503.0,1996-10-24
NA,NA,23111.0,5154.0,-53503.0,1996-10-25
NA,NA,23117.0,5158.0,-53500.0,1996-10-26
NA,NA,23128.0,5157.0,-53500.0,1996-10-27
NA,NA,23124.0,5158.0,-53500.0,1996-10-28
NA,NA,23119.0,5149.0,-53499.0,1996-10-29
NA,NA,23120.0,5156.0,-53495.0,1996-10-30
NA,NA,23116.0,5157.0,-53498.0,1996-10-31
NA,NA,23127.0,5158.0,-53496.0,1996-11-01
NA,NA,23128.0,5154.0,-53498.0,1996-11-02
NA,NA,23131.0,5156.0,-53495.0,1996-11-03
NA,NA,23123.0,5154.0,-53496.0,1996-11-04
NA,NA,23123.0,5158.0,-53498.0,1996-11-05
NA,NA,23122.0,5161.0,-53499.0,1996-11-06
NA,NA,23129.0,5157.0,-53496.0,1996-11-07
NA,NA,23129.0,5157.0,-53495.0,1996-11-08
NA,NA,23127.0,5160.0,-53494.0,1996-11-09
NA,NA,23122.0,5161.0,-53498.0,1996-11-10
NA,NA,23128.0,5157.0,-53495.0,1996-11-11
NA,NA,23121.0,5155.0,-53495.0,1996-11-12
NA,NA,23133.0,5162.0,-53491.0,1996-11-13
NA,NA,23116.0,5156.0,-53493.0,1996-11-14
NA,NA,23113.0,5153.0,-53496.0,1996-11-15
NA,NA,23122.0,5155.0,-53496.0,1996-11-16
NA,NA,23124.0,5159.0,-53496.0,1996-11-17
NA,NA,23115.0,5154.0,-53497.0,1996-11-18
NA,NA,23119.0,5151.0,-53498.0,1996-11-19
NA,NA,23128.0,5158.0,-53496.0,1996-11-20
NA,NA,23119.0,5156.0,-53499.0,1996-11-21
NA,NA,23122.0,5158.0,-53497.0,1996-11-22
NA,NA,23128.0,5156.0,-53495.0,1996-11-23
NA,NA,23136.0,5156.0,-53495.0,1996-11-24
NA,NA,23129.0,5157.0,-53493.0,1996-11-25
NA,NA,23134.0,5153.0,-53494.0,1996-11-26
NA,NA,23129.0,5158.0,-53497.0,1996-11-27
NA,NA,23125.0,5152.0,-53496.0,1996-11-28
NA,NA,23136.0,5154.0,-53495.0,1996-11-29
NA,NA,23130.0,5163.0,-53495.0,1996-11-30
NA,NA,23137.0,5158.0,-53493.0,1996-12-01
NA,NA,23142.0,5161.0,-53490.0,1996-12-02
NA,NA,23129.0,5157.0,-53493.0,1996-12-03
NA,NA,23131.0,5157.0,-53492.0,1996-12-04
NA,NA,23127.0,5157.0,-53493.0,1996-12-05
NA,NA,23130.0,5156.0,-53491.0,1996-12-06
NA,NA,23141.0,5156.0,-53488.0,1996-12-07
NA,NA,23132.0,5155.0,-53490.0,1996-12-08
NA,NA,23144.0,5157.0,-53489.0,1996-12-09
NA,NA,23126.0,5153.0,-53494.0,1996-12-10
NA,NA,23125.0,5157.0,-53492.0,1996-12-11
NA,NA,23129.0,5157.0,-53494.0,1996-12-12
NA,NA,23126.0,5158.0,-53492.0,1996-12-13
NA,NA,23131.0,5153.0,-53493.0,1996-12-14
NA,NA,23134.0,5155.0,-53489.0,1996-12-15
NA,NA,23132.0,5150.0,-53493.0,1996-12-16
NA,NA,23129.0,5156.0,-53494.0,1996-12-17
NA,NA,23130.0,5153.0,-53494.0,1996-12-18
NA,NA,23128.0,5153.0,-53494.0,1996-12-19
NA,NA,23140.0,5156.0,-53489.0,1996-12-20
NA,NA,23141.0,5158.0,-53488.0,1996-12-21
NA,NA,23127.0,5154.0,-53489.0,1996-12-22
NA,NA,23118.0,5154.0,-53495.0,1996-12-23
NA,NA,23138.0,5158.0,-53489.0,1996-12-24
NA,NA,23127.0,5159.0,-53492.0,1996-12-25
NA,NA,23133.0,5157.0,-53493.0,1996-12-26
NA,NA,23134.0,5157.0,-53490.0,1996-12-27
NA,NA,23137.0,5163.0,-53490.0,1996-12-28
NA,NA,23134.0,5160.0,-53490.0,1996-12-29
NA,NA,23136.0,5155.0,-53492.0,1996-12-30
NA,NA,23131.0,5155.0,-53491.0,1996-12-31
NA,NA,23134.0,5158.0,-53492.0,1997-01-01
NA,NA,23136.0,5155.0,-53492.0,1997-01-02
NA,NA,23138.0,5155.0,-53491.0,1997-01-03
NA,NA,23136.0,5157.0,-53490.0,1997-01-04
NA,NA,23142.0,5159.0,-53489.0,1997-01-05
NA,NA,23144.0,5156.0,-53484.0,1997-01-06
NA,NA,23129.0,5158.0,-53489.0,1997-01-07
NA,NA,23128.0,5159.0,-53489.0,1997-01-08
NA,NA,23129.0,5158.0,-53490.0,1997-01-09
NA,NA,23110.0,5144.0,-53496.0,1997-01-10
NA,NA,23123.0,5154.0,-53494.0,1997-01-11
NA,NA,23119.0,5158.0,-53496.0,1997-01-12
NA,NA,23119.0,5157.0,-53493.0,1997-01-13
NA,NA,23123.0,5158.0,-53493.0,1997-01-14
NA,NA,23131.0,5156.0,-53490.0,1997-01-15
NA,NA,23130.0,5159.0,-53492.0,1997-01-16
NA,NA,23136.0,5160.0,-53488.0,1997-01-17
NA,NA,23133.0,5153.0,-53489.0,1997-01-18
NA,NA,23136.0,5155.0,-53485.0,1997-01-19
NA,NA,23130.0,5153.0,-53488.0,1997-01-20
NA,NA,23122.0,5154.0,-53488.0,1997-01-21
NA,NA,23123.0,5156.0,-53493.0,1997-01-22
NA,NA,23131.0,5159.0,-53487.0,1997-01-23
NA,NA,23133.0,5161.0,-53488.0,1997-01-24
NA,NA,23131.0,5158.0,-53487.0,1997-01-25
NA,NA,23133.0,5156.0,-53487.0,1997-01-26
NA,NA,23121.0,5157.0,-53488.0,1997-01-27
NA,NA,23117.0,5153.0,-53488.0,1997-01-28
NA,NA,23118.0,5157.0,-53492.0,1997-01-29
NA,NA,23123.0,5151.0,-53491.0,1997-01-30
NA,NA,23122.0,5155.0,-53491.0,1997-01-31
NA,NA,23127.0,5155.0,-53492.0,1997-02-01
NA,NA,23126.0,5157.0,-53489.0,1997-02-02
NA,NA,23118.0,5157.0,-53489.0,1997-02-03
NA,NA,23126.0,5154.0,-53488.0,1997-02-04
NA,NA,23129.0,5154.0,-53487.0,1997-02-05
NA,NA,23123.0,5154.0,-53488.0,1997-02-06
NA,NA,23130.0,5156.0,-53485.0,1997-02-07
NA,NA,23122.0,5150.0,-53486.0,1997-02-08
NA,NA,23118.0,5160.0,-53483.0,1997-02-09
NA,NA,23098.0,5138.0,-53489.0,1997-02-10
NA,NA,23109.0,5150.0,-53491.0,1997-02-11
NA,NA,23116.0,5158.0,-53489.0,1997-02-12
NA,NA,23121.0,5155.0,-53488.0,1997-02-13
NA,NA,23120.0,5155.0,-53491.0,1997-02-14
NA,NA,23124.0,5156.0,-53490.0,1997-02-15
NA,NA,23119.0,5152.0,-53491.0,1997-02-16
NA,NA,23111.0,5152.0,-53494.0,1997-02-17
NA,NA,23120.0,5154.0,-53492.0,1997-02-18
NA,NA,23130.0,5161.0,-53487.0,1997-02-19
NA,NA,23129.0,5160.0,-53487.0,1997-02-20
NA,NA,23124.0,5155.0,-53490.0,1997-02-21
NA,NA,23126.0,5152.0,-53488.0,1997-02-22
NA,NA,23122.0,5153.0,-53492.0,1997-02-23
NA,NA,23122.0,5150.0,-53491.0,1997-02-24
NA,NA,23125.0,5156.0,-53489.0,1997-02-25
NA,NA,23121.0,5149.0,-53488.0,1997-02-26
NA,NA,23111.0,5158.0,-53488.0,1997-02-27
NA,NA,23092.0,5154.0,-53491.0,1997-02-28
NA,NA,23108.0,5154.0,-53491.0,1997-03-01
NA,NA,23111.0,5156.0,-53489.0,1997-03-02
NA,NA,23117.0,5156.0,-53488.0,1997-03-03
NA,NA,23120.0,5158.0,-53486.0,1997-03-04
NA,NA,23123.0,5158.0,-53486.0,1997-03-05
NA,NA,23109.0,5156.0,-53494.0,1997-03-06
NA,NA,23119.0,5156.0,-53488.0,1997-03-07
NA,NA,23124.0,5159.0,-53487.0,1997-03-08
NA,NA,23128.0,5159.0,-53486.0,1997-03-09
NA,NA,23128.0,5158.0,-53484.0,1997-03-10
NA,NA,23127.0,5158.0,-53485.0,1997-03-11
NA,NA,23121.0,5156.0,-53483.0,1997-03-12
NA,NA,23118.0,5155.0,-53487.0,1997-03-13
NA,NA,23124.0,5155.0,-53485.0,1997-03-14
NA,NA,23119.0,5158.0,-53488.0,1997-03-15
NA,NA,23124.0,5156.0,-53484.0,1997-03-16
NA,NA,23122.0,5161.0,-53486.0,1997-03-17
NA,NA,23121.0,5159.0,-53486.0,1997-03-18
NA,NA,23129.0,5158.0,-53484.0,1997-03-19
NA,NA,23132.0,5160.0,-53482.0,1997-03-20
NA,NA,23128.0,5162.0,-53484.0,1997-03-21
NA,NA,23116.0,5160.0,-53488.0,1997-03-22
NA,NA,23122.0,5157.0,-53484.0,1997-03-23
NA,NA,23124.0,5160.0,-53485.0,1997-03-24
NA,NA,23120.0,5155.0,-53485.0,1997-03-25
NA,NA,23118.0,5155.0,-53485.0,1997-03-26
NA,NA,23123.0,5156.0,-53484.0,1997-03-27
NA,NA,23122.0,5158.0,-53481.0,1997-03-28
NA,NA,23110.0,5155.0,-53485.0,1997-03-29
NA,NA,23111.0,5154.0,-53487.0,1997-03-30
NA,NA,23120.0,5155.0,-53485.0,1997-03-31
NA,NA,23130.0,5161.0,-53482.0,1997-04-01
NA,NA,23120.0,5157.0,-53483.0,1997-04-02
NA,NA,23124.0,5158.0,-53484.0,1997-04-03
NA,NA,23118.0,5155.0,-53486.0,1997-04-04
NA,NA,23117.0,5157.0,-53486.0,1997-04-05
NA,NA,23123.0,5153.0,-53484.0,1997-04-06
NA,NA,23117.0,5160.0,-53486.0,1997-04-07
NA,NA,23122.0,5159.0,-53485.0,1997-04-08
NA,NA,23121.0,5155.0,-53485.0,1997-04-09
NA,NA,23135.0,5160.0,-53483.0,1997-04-10
NA,NA,23103.0,5155.0,-53489.0,1997-04-11
NA,NA,23120.0,5152.0,-53486.0,1997-04-12
NA,NA,23120.0,5155.0,-53486.0,1997-04-13
NA,NA,23126.0,5156.0,-53485.0,1997-04-14
NA,NA,23131.0,5157.0,-53481.0,1997-04-15
NA,NA,23128.0,5157.0,-53483.0,1997-04-16
NA,NA,23100.0,5157.0,-53489.0,1997-04-17
NA,NA,23103.0,5148.0,-53488.0,1997-04-18
NA,NA,23108.0,5152.0,-53488.0,1997-04-19
NA,NA,23118.0,5156.0,-53484.0,1997-04-20
NA,NA,23111.0,5158.0,-53484.0,1997-04-21
NA,NA,23093.0,5154.0,-53490.0,1997-04-22
NA,NA,23125.0,5154.0,-53485.0,1997-04-23
NA,NA,23118.0,5155.0,-53486.0,1997-04-24
NA,NA,23131.0,5158.0,-53483.0,1997-04-25
NA,NA,23131.0,5157.0,-53482.0,1997-04-26
NA,NA,23130.0,5158.0,-53481.0,1997-04-27
NA,NA,23134.0,5158.0,-53479.0,1997-04-28
NA,NA,23136.0,5161.0,-53478.0,1997-04-29
NA,NA,23127.0,5161.0,-53483.0,1997-04-30
NA,NA,23118.0,5161.0,-53482.0,1997-05-01
NA,NA,23104.0,5151.0,-53487.0,1997-05-02
NA,NA,23115.0,5154.0,-53485.0,1997-05-03
NA,NA,23116.0,5154.0,-53484.0,1997-05-04
NA,NA,23120.0,5157.0,-53484.0,1997-05-05
NA,NA,23123.0,5156.0,-53482.0,1997-05-06
NA,NA,23126.0,5159.0,-53481.0,1997-05-07
NA,NA,23127.0,5161.0,-53480.0,1997-05-08
NA,NA,23122.0,5159.0,-53483.0,1997-05-09
NA,NA,23125.0,5159.0,-53482.0,1997-05-10
NA,NA,23127.0,5159.0,-53482.0,1997-05-11
NA,NA,23134.0,5162.0,-53480.0,1997-05-12
NA,NA,23138.0,5163.0,-53478.0,1997-05-13
NA,NA,23136.0,5162.0,-53478.0,1997-05-14
NA,NA,23070.0,5137.0,-53500.0,1997-05-15
NA,NA,23106.0,5150.0,-53489.0,1997-05-16
NA,NA,23105.0,5157.0,-53487.0,1997-05-17
NA,NA,23119.0,5157.0,-53485.0,1997-05-18
NA,NA,23123.0,5158.0,-53483.0,1997-05-19
NA,NA,23128.0,5159.0,-53481.0,1997-05-20
NA,NA,23129.0,5158.0,-53481.0,1997-05-21
NA,NA,23134.0,5159.0,-53479.0,1997-05-22
NA,NA,23134.0,5158.0,-53479.0,1997-05-23
NA,NA,23129.0,5158.0,-53481.0,1997-05-24
NA,NA,23126.0,5160.0,-53480.0,1997-05-25
NA,NA,23131.0,5156.0,-53479.0,1997-05-26
NA,NA,23095.0,5153.0,-53489.0,1997-05-27
NA,NA,23117.0,5156.0,-53483.0,1997-05-28
NA,NA,23129.0,5157.0,-53482.0,1997-05-29
NA,NA,23129.0,5158.0,-53481.0,1997-05-30
NA,NA,23125.0,5159.0,-53480.0,1997-05-31
NA,NA,23122.0,5159.0,-53481.0,1997-06-01
NA,NA,23126.0,5159.0,-53479.0,1997-06-02
NA,NA,23116.0,5159.0,-53483.0,1997-06-03
NA,NA,23123.0,5159.0,-53481.0,1997-06-04
NA,NA,23124.0,5158.0,-53480.0,1997-06-05
NA,NA,23131.0,5158.0,-53478.0,1997-06-06
NA,NA,23121.0,5159.0,-53480.0,1997-06-07
NA,NA,23117.0,5158.0,-53481.0,1997-06-08
NA,NA,23080.0,5150.0,-53491.0,1997-06-09
NA,NA,23111.0,5159.0,-53484.0,1997-06-10
NA,NA,23130.0,5160.0,-53479.0,1997-06-11
NA,NA,23130.0,5159.0,-53478.0,1997-06-12
NA,NA,23131.0,5159.0,-53478.0,1997-06-13
NA,NA,23134.0,5161.0,-53476.0,1997-06-14
NA,NA,23129.0,5163.0,-53478.0,1997-06-15
NA,NA,23132.0,5161.0,-53477.0,1997-06-16
NA,NA,23131.0,5160.0,-53477.0,1997-06-17
NA,NA,23133.0,5160.0,-53476.0,1997-06-18
NA,NA,23118.0,5158.0,-53481.0,1997-06-19
NA,NA,23123.0,5158.0,-53478.0,1997-06-20
NA,NA,23131.0,5159.0,-53476.0,1997-06-21
NA,NA,23133.0,5159.0,-53476.0,1997-06-22
NA,NA,23133.0,5158.0,-53477.0,1997-06-23
NA,NA,23135.0,5161.0,-53475.0,1997-06-24
NA,NA,23133.0,5159.0,-53475.0,1997-06-25
NA,NA,23134.0,5158.0,-53474.0,1997-06-26
NA,NA,23127.0,5155.0,-53477.0,1997-06-27
NA,NA,23122.0,5156.0,-53478.0,1997-06-28
NA,NA,23115.0,5157.0,-53480.0,1997-06-29
NA,NA,23128.0,5158.0,-53477.0,1997-06-30
NA,NA,23132.0,5160.0,-53476.0,1997-07-01
NA,NA,23134.0,5160.0,-53474.0,1997-07-02
NA,NA,23133.0,5159.0,-53475.0,1997-07-03
NA,NA,23132.0,5159.0,-53474.0,1997-07-04
NA,NA,23136.0,5160.0,-53474.0,1997-07-05
NA,NA,23132.0,5159.0,-53474.0,1997-07-06
NA,NA,23125.0,5158.0,-53476.0,1997-07-07
NA,NA,23119.0,5161.0,-53474.0,1997-07-08
NA,NA,23119.0,5155.0,-53476.0,1997-07-09
NA,NA,23125.0,5158.0,-53474.0,1997-07-10
NA,NA,23129.0,5159.0,-53475.0,1997-07-11
NA,NA,23135.0,5161.0,-53472.0,1997-07-12
NA,NA,23138.0,5165.0,-53471.0,1997-07-13
NA,NA,23138.0,5159.0,-53472.0,1997-07-14
NA,NA,23120.0,5145.0,-53475.0,1997-07-15
NA,NA,23126.0,5158.0,-53475.0,1997-07-16
NA,NA,23128.0,5159.0,-53474.0,1997-07-17
NA,NA,23126.0,5160.0,-53474.0,1997-07-18
NA,NA,23123.0,5160.0,-53474.0,1997-07-19
NA,NA,23128.0,5159.0,-53475.0,1997-07-20
NA,NA,23132.0,5160.0,-53473.0,1997-07-21
NA,NA,23133.0,5160.0,-53472.0,1997-07-22
NA,NA,23136.0,5159.0,-53471.0,1997-07-23
NA,NA,23142.0,5160.0,-53469.0,1997-07-24
NA,NA,23137.0,5158.0,-53469.0,1997-07-25
NA,NA,23141.0,5159.0,-53468.0,1997-07-26
NA,NA,23140.0,5157.0,-53468.0,1997-07-27
NA,NA,23140.0,5160.0,-53468.0,1997-07-28
NA,NA,23142.0,5161.0,-53468.0,1997-07-29
NA,NA,23135.0,5162.0,-53470.0,1997-07-30
NA,NA,23122.0,5160.0,-53473.0,1997-07-31
NA,NA,23127.0,5158.0,-53472.0,1997-08-01
NA,NA,23131.0,5160.0,-53471.0,1997-08-02
NA,NA,23127.0,5149.0,-53469.0,1997-08-03
NA,NA,23133.0,5160.0,-53470.0,1997-08-04
NA,NA,23133.0,5160.0,-53469.0,1997-08-05
NA,NA,23133.0,5159.0,-53470.0,1997-08-06
NA,NA,23138.0,5160.0,-53469.0,1997-08-07
NA,NA,23137.0,5158.0,-53469.0,1997-08-08
NA,NA,23133.0,5159.0,-53468.0,1997-08-09
NA,NA,23130.0,5159.0,-53470.0,1997-08-10
NA,NA,23128.0,5157.0,-53470.0,1997-08-11
NA,NA,23136.0,5158.0,-53470.0,1997-08-12
NA,NA,23129.0,5161.0,-53471.0,1997-08-13
NA,NA,23117.0,5158.0,-53476.0,1997-08-14
NA,NA,23125.0,5157.0,-53472.0,1997-08-15
NA,NA,23129.0,5156.0,-53472.0,1997-08-16
NA,NA,23121.0,5153.0,-53473.0,1997-08-17
NA,NA,23127.0,5154.0,-53471.0,1997-08-18
NA,NA,23133.0,5160.0,-53470.0,1997-08-19
NA,NA,23132.0,5159.0,-53472.0,1997-08-20
NA,NA,23131.0,5157.0,-53470.0,1997-08-21
NA,NA,23130.0,5156.0,-53470.0,1997-08-22
NA,NA,23136.0,5159.0,-53468.0,1997-08-23
NA,NA,23136.0,5163.0,-53467.0,1997-08-24
NA,NA,23136.0,5161.0,-53467.0,1997-08-25
NA,NA,23139.0,5160.0,-53466.0,1997-08-26
NA,NA,23141.0,5160.0,-53465.0,1997-08-27
NA,NA,23116.0,5161.0,-53474.0,1997-08-28
NA,NA,23119.0,5157.0,-53468.0,1997-08-29
NA,NA,23128.0,5159.0,-53470.0,1997-08-30
NA,NA,23137.0,5159.0,-53468.0,1997-08-31
NA,NA,23139.0,5159.0,-53468.0,1997-09-01
NA,NA,23141.0,5158.0,-53467.0,1997-09-02
NA,NA,23130.0,5161.0,-53469.0,1997-09-03
NA,NA,23103.0,5153.0,-53473.0,1997-09-04
NA,NA,23123.0,5156.0,-53471.0,1997-09-05
NA,NA,23124.0,5155.0,-53472.0,1997-09-06
NA,NA,23133.0,5157.0,-53468.0,1997-09-07
NA,NA,23135.0,5157.0,-53467.0,1997-09-08
NA,NA,23113.0,5154.0,-53474.0,1997-09-09
NA,NA,23122.0,5151.0,-53468.0,1997-09-10
NA,NA,23120.0,5157.0,-53470.0,1997-09-11
NA,NA,23122.0,5152.0,-53471.0,1997-09-12
NA,NA,23126.0,5154.0,-53469.0,1997-09-13
NA,NA,23122.0,5153.0,-53471.0,1997-09-14
NA,NA,23120.0,5152.0,-53472.0,1997-09-15
NA,NA,23127.0,5157.0,-53471.0,1997-09-16
NA,NA,23127.0,5156.0,-53471.0,1997-09-17
NA,NA,23110.0,5156.0,-53474.0,1997-09-18
NA,NA,23132.0,5156.0,-53468.0,1997-09-19
NA,NA,23124.0,5156.0,-53472.0,1997-09-20
NA,NA,23131.0,5158.0,-53469.0,1997-09-21
NA,NA,23131.0,5158.0,-53466.0,1997-09-22
NA,NA,23134.0,5158.0,-53464.0,1997-09-23
NA,NA,23140.0,5160.0,-53462.0,1997-09-24
NA,NA,23138.0,5163.0,-53461.0,1997-09-25
NA,NA,23138.0,5160.0,-53460.0,1997-09-26
NA,NA,23132.0,5154.0,-53460.0,1997-09-27
NA,NA,23119.0,5155.0,-53469.0,1997-09-28
NA,NA,23130.0,5159.0,-53468.0,1997-09-29
NA,NA,23131.0,5159.0,-53467.0,1997-09-30
NA,NA,23104.0,5141.0,-53470.0,1997-10-01
NA,NA,23124.0,5156.0,-53471.0,1997-10-02
NA,NA,23129.0,5158.0,-53468.0,1997-10-03
NA,NA,23130.0,5157.0,-53467.0,1997-10-04
NA,NA,23132.0,5160.0,-53467.0,1997-10-05
NA,NA,23140.0,5160.0,-53465.0,1997-10-06
NA,NA,23132.0,5156.0,-53465.0,1997-10-07
NA,NA,23124.0,5155.0,-53468.0,1997-10-08
NA,NA,23122.0,5157.0,-53470.0,1997-10-09
NA,NA,23116.0,5158.0,-53470.0,1997-10-10
NA,NA,23092.0,5153.0,-53480.0,1997-10-11
NA,NA,23113.0,5155.0,-53473.0,1997-10-12
NA,NA,23113.0,5156.0,-53475.0,1997-10-13
NA,NA,23124.0,5157.0,-53471.0,1997-10-14
NA,NA,23129.0,5157.0,-53468.0,1997-10-15
NA,NA,23135.0,5163.0,-53466.0,1997-10-16
NA,NA,23142.0,5161.0,-53465.0,1997-10-17
NA,NA,23136.0,5160.0,-53465.0,1997-10-18
NA,NA,23136.0,5162.0,-53463.0,1997-10-19
